property_id,suburb,address,Postcode,source_url,sale_price,sale_date,prev_sale_price,prev_sale_date,property_type,bedrooms,bathrooms,car_spaces,Pool,land_size_m2,building_size_m2,year_built,auction_type,Storeys,renovated,listing_description,Realtor,flag_notes,Unnamed: 23,Unnamed: 24,sale_year,sale_month,property_age,years_since_prev_sale,price_growth_pct,price_per_m2,desc_word_count,desc_length,luxury_word_count
BT006,Blacktown,"27 Fullam Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-150808324,1650500.0,2026-05-03,691000.0,2020-07-28,House,5,2,4.0,0.0,565.0,253.0,2022.0,No,2,0.0,GRAND FAMILY HOME!, Sky Property,,,,2026,5,4.0,5.763175906913073,138.85672937771346,2921.238938053097,3,18,1
BT007,Blacktown,"18 De Castella Drive, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-150804088,1640000.0,2026-04-29,135900.0,1999-04-16,House,4,3,2.0,0.0,573.0,300.0,2005.0,No,2,0.0,Luxurious Family Living with Expansive Spaces and Modern Comforts,Ausrealty Hills District,,,,2026,4,21.0,27.0362765229295,1106.7696835908757,2862.129144851658,9,65,0
BT008,Blacktown,"6/78 Turner Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-150485616,790000.0,2026-04-11,790000.0,2026-03-10,Villa,2,1,1.0,0.0,169.0,78.0,2008.0,,2,0.0,Stylish Villa with Massive Backyard in Prime Blacktown Location,Harcourts - KELLYVILLE,,,,2026,4,18.0,0.08761122518822724,0.0,4674.556213017751,9,63,0
BT009,Blacktown,"5 Huntley Drive, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-150555776,835000.0,2026-03-29,643000.0,2019-11-25,Townhouse,3,2,1.0,0.0,21686.0,89.0,1995.0,No,2,0.0,SOLD BY RICHARD MATTHEWS REAL ESTATE,Richard Matthews Real Estate - The Hills,,,,2026,3,31.0,6.3408624229979464,29.86003110419907,38.504104030249934,6,36,0
BT010,Blacktown,"50 Ellerston Glade, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149737172,1150000.0,2026-03-04,900000.0,2023-02-26,House,3,2,2.0,0.0,354.0,146.0,2018.0,No,2,0.0,SOLD BY RONALD RAMIREZ,McConnell Bourn- Hills District,,,,2026,3,8.0,3.0171115674195756,27.77777777777778,3248.587570621469,4,22,0
BT011,Blacktown,"10/36 Sylvia Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-150444164,821000.0,2026-02-27,620000.0,2021-09-18,Townhouse,3,1,2.0,0.0,2915.0,88.0,1998.0,No,2,0.0,SOLD OFF MARKET BY MARC HADDAD,Ray White United Group,,,,2026,2,28.0,4.4435318275154,32.41935483870968,281.6466552315609,6,30,0
BT012,Blacktown,"10/67 Orwell Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-150005960,732000.0,2026-02-02,485501.0,2020-09-19,Villa,2,1,1.0,0.0,165.0,84.0,2002.0,No,2,0.0,The Perfect Start,Starr Partners - Blacktown,,,,2026,2,24.0,5.371663244353183,50.77208903792165,4436.363636363636,3,17,0
BT013,Blacktown,"26 Rutherford Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149920004,1040000.0,2026-01-31,,,House,1,1,2.0,0.0,556.0,139.0,1960.0,Yes,1,0.0,Endless Potential on a Prime North-Facing Block,McGrath Blacktown,,,,2026,1,66.0,,,1870.5035971223022,7,47,0
BT014,Blacktown,"11 Ironwood Crescent, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149404572,860000.0,2026-01-07,607000.0,2015-11-07,House,2,1,1.0,0.0,372.0,153.0,2017.0,No,2,0.0,"Style, Space & Convenience!",McGrath Blacktown,,,,2026,1,9.0,10.168377823408624,41.680395387149915,2311.8279569892475,4,27,0
BT015,Blacktown,"2/12 Sinclair Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-149699120,890000.0,2025-12-29,620000.0,2017-07-15,Townhouse,3,2,2.0,0.0,6443.0,211.0,1996.0,No,2,0.0,PERFECT FIRST HOME,McConnell Bourn- Hills District,,,,2025,12,29.0,8.457221081451062,43.54838709677419,138.13440943659785,3,18,0
BT016,Blacktown,"13/41 Doonside Crescent, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-149807708,850000.0,2025-12-05,710000.0,2023-07-03,Villa,3,2,1.0,0.0,217.0,100.0,2007.0,No,1,0.0,Charming & Spacious 3-Bedroom Villa - A Beautiful First Home or Smart Investment,Ray White - Blacktown City,,,,2025,12,18.0,2.425735797399042,19.718309859154928,3917.0506912442397,13,80,0
BT017,Blacktown,"47 Birdie Circuit, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149271028,1065000.0,2025-11-27,715000.0,2018-04-04,House,3,1,2.0,0.0,243.0,200.0,2019.0,No,2,0.0,SOLD BY VIJAY KHATRI,DKB Real Estate,,,,2025,11,6.0,7.649555099247091,48.95104895104895,4382.716049382716,4,20,0
BT018,Blacktown,"48 Birdie Circuit, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149347140,1132500.0,2025-11-17,768000.0,2020-09-14,House,3,2,2.0,0.0,169.0,147.0,2020.0,No,2,0.0,SOLD BY HASH SOULTANI BLACKTOWN'S #1 AGENT,Raine & Horne Soultani Group - BLACKTOWN,,,,2025,11,5.0,5.174537987679671,47.4609375,6701.183431952662,7,42,0
BT019,Blacktown,"12A Douglas Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-145875708,830000.0,2025-10-30,620000.0,2020-01-28,Townhouse,3,2,1.0,0.0,8012.0,98.0,1999.0,No,2,0.0,Another Sold Off Market !!,Akshar Realty - BLACKTOWN,,,,2025,10,26.0,5.754962354551677,33.87096774193548,103.5946080878682,5,26,0
BT020,Blacktown,"45 Birdie Ct, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-149002244,930000.0,2025-10-10,665000.0,2019-06-27,House,2,1,1.0,0.0,186.0,180.0,2019.0,No,2,0.0,Paddington comes to the West,CameronCooper Real Estate,,,,2025,10,6.0,6.288843258042436,39.849624060150376,5000.0,5,28,0
BT021,Blacktown,"35 Ironwood Crescent, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148661756,995000.0,2025-09-29,699000.0,2019-09-19,House,3,2,2.0,0.0,178.0,171.0,2019.0,No,2,0.0,SOLD BY MATT BROOKS,Manor Real Estate,,,,2025,9,6.0,6.028747433264887,42.34620886981402,5589.887640449439,4,19,0
BT022,Blacktown,"128 & 128A Newton Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148791076,1376000.0,2025-09-13,147500.0,1991-03-28,House,4,2,2.0,0.0,929.0,254.0,,No,1,0.0,Huge 929m2 Block - Approved Dual Occupancy,McGrath Blacktown,,,,2025,9,21.0,34.46406570841889,832.8813559322034,1481.162540365985,7,42,0
BT023,Blacktown,"5 Hilltop Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148581724,1131000.0,2025-08-17,628000.0,2019-05-03,House,4,2,2.0,0.0,568.0,206.0,1975.0,Yes,2,1.0,SOLD AT AUCTION BY MATT BROOKS, Manor Real Estate,,,,2025,8,50.0,6.291581108829569,80.09554140127389,1991.1971830985915,6,30,0
BT024,Blacktown,"37 Charles Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148353952,1146000.0,2025-07-28,324950.0,2002-11-16,House,4,2,2.0,0.0,569.0,231.0,1982.0,No,4,0.0,SOLD BY HASH SOULTANI BLACKTOWN'S,Raine & Horne Soultani Group - BLACKTOWN,,,,2025,7,43.0,22.69678302532512,252.66964148330513,2014.0597539543057,5,33,0
BT025,Blacktown,"33 Highview Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148519892,1050000.0,2025-07-29,1050000.0,2025-07-28,House,4,3,2.0,0.0,670.0,188.0,,No,1,0.0,Proudly Positioned - Motivated Sale!, OKARO - Rooty Hill,,,,2025,7,21.0,0.0027378507871321013,0.0,1567.1641791044776,5,36,0
BT026,Blacktown,"37 Tudor Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148347156,1615555.0,2025-07-20,320000.0,2008-09-01,House,4,3,2.0,1.0,648.0,282.0,1970.0,Yes,2,0.0,SOLD AT AUCTION BY MATT BROOKS,Manor Real Estate,,,,2025,7,55.0,16.88158795345654,404.8609375,2493.1404320987654,6,30,0
BT027,Blacktown,"63 Fairwater Boulevard, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-148201620,1141500.0,2025-06-29,773000.0,2015-09-27,House,4,2,2.0,0.0,228.0,182.0,2016.0,No,2,0.0,Another outstanding results by team Ray White Kellyville Ridge,Ray White - Kellyville Ridge,,,,2025,6,9.0,9.754962354551678,47.67141009055628,5006.578947368421,9,62,0
BT028,Blacktown,"7/248 Flushcombe Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-148035840,650000.0,2025-06-24,530000.0,2020-07-18,Villa,2,1,1.0,0.0,,187.0,2009.0,No,2,0.0,Modern 2-Bedroom Villa in Prime Blacktown Location,United RE,,,,2025,6,16.0,4.933607118412047,22.641509433962266,,7,50,0
BT029,Blacktown,"4/98 Newton Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-148036060,870000.0,2025-05-26,650000.0,2016-12-05,Townhouse,3,2,1.0,0.0,1374.0,128.0,2017.0,No,2,0.0,Enjoy the Convenience: Walking Distance to Westpoint & Blacktown Station!,Ray White - Blacktown City,,,,2025,5,8.0,8.470910335386721,33.84615384615385,633.1877729257642,10,73,0
BT030,Blacktown,"10/5-7 Fifth Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-147611268,590000.0,2025-05-13,275500.0,2004-05-12,Villa,2,1,1.0,0.0,,170.0,1984.0,No,2,0.0,Prime Blacktown Location,Urban Real Estate - Glenmore Park,,,,2025,5,41.0,21.00205338809035,114.15607985480945,,3,24,0
BT031,Blacktown,"5 Ajax Place, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-147559664,1075000.0,2025-04-17,956000.0,2022-01-22,House,3,2,2.0,0.0,594.4,159.0,1970.0,No,1,0.0,Functional And Fetching Family Home,Agius Property Group - NORWEST,,,,2025,4,55.0,3.2334017796030117,12.447698744769875,1808.5464333781965,5,35,0
BT032,Blacktown,"10/59-61 Cambridge Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-147618976,848000.0,2025-04-17,590000.0,2014-12-10,Villa,3,2,2.0,0.0,3423.0,89.0,2015.0,No,2,0.0,Cozy 3 Bedroom Villa,Sweet Realty - WEST RYDE,,,,2025,4,10.0,10.351813826146476,43.728813559322035,247.73590417762196,4,20,0
BT033,Blacktown,"68 Walters Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-147276272,1880000.0,2025-03-22,820000.0,2021-11-03,House,6,3,2.0,1.0,556.0,335.0,2023.0,No,2,0.0,Stunning Family Home in Blacktown,McConnell Bourn- Hills District,,,,2025,3,2.0,3.381245722108145,129.26829268292684,3381.294964028777,5,33,1
BT034,Blacktown,"2A Lancaster Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-147184088,1101000.0,2025-02-20,735000.0,2015-06-13,House,4,2,2.0,0.0,320.0,177.0,2013.0,No,2,0.0,Contemporary Chic Style Double Story House,Uniland Real Estate | Epping - Castle Hill,,,,2025,2,12.0,9.69199178644764,49.795918367346935,3440.625,6,42,0
BT035,Blacktown,"25B/179 Reservoir Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-147083896,570000.0,2025-02-18,,,Villa,2,1,1.0,0.0,1820.0,136.0,1991.0,No,2,0.0,Charming Villa,Starr Partners - Blacktown,,,,2025,2,34.0,,,313.1868131868132,2,14,0
BT036,Blacktown,"9 Orwell Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-146017300,1300000.0,2025-01-21,1300000.0,2021-10-30,House,3,2,3.0,0.0,1119.0,206.0,1970.0,No,2,0.0,Opportunity Knocks in South Blacktown - Large 1119sqm Block!,Harcourts Unlimited - Blacktown,,,,2025,1,55.0,3.2279260780287475,0.0,1161.751563896336,9,60,0
BT037,Blacktown,"47 Kurrajong Crescent, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-146617632,1290000.0,2025-01-07,715000.0,2017-12-20,House,6,4,4.0,0.0,568.0,310.0,1960.0,No,2,0.0,contact agent,Ray White Blacktown City,,,,2025,1,65.0,7.049965776865161,80.41958041958041,2271.1267605633802,2,13,0
BT038,Blacktown,"94 Fairwater Boulevard, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-146456972,845000.0,2024-12-16,805000.0,,House,2,1,2.0,0.0,161.0,88.0,2018.0,No,2,0.0,SOLD BY HASH SOULTANI,SOLD BY HASH SOULTANI,,,,2024,12,6.0,,4.968944099378882,5248.447204968944,4,21,0
BT039,Blacktown,"14/39 Newhaven Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-146541728,900000.0,2024-11-29,865000.0,2023-09-25,Villa,4,2,1.0,0.0,380.0,154.0,2013.0,No,2,0.0,BEST VILLA IN BLACKTOWN,McConnell Bourn- Hills District,,,,2024,11,11.0,1.1800136892539357,4.046242774566474,2368.4210526315787,4,23,0
BT040,Blacktown,"16 Meroo Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-146121532,1800000.0,2024-10-21,730000.0,2010-03-27,House,5,2,4.0,0.0,973.0,289.0,1995.0,No,2,1.0,Beautiful Family Home!,Raine & Horne Soultani Group - BLACKTOWN,,,,2024,10,29.0,14.570841889117043,146.57534246575344,1849.9486125385406,3,22,0
BT041,Blacktown,"29 Burke Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-145879076,1505000.0,2024-09-21,845500.0,,House,5,3,4.0,0.0,601.0,285.0,1960.0,No,2,1.0,YOUR PROPERTY IS WORTH MORE WITH VIKAS SALUJA!,First National Real Estate Neptune,,,,2024,9,64.0,,78.00118273211118,2504.159733777038,8,46,0
BT042,Blacktown,"76/177 Reservoir Road, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-145753636,700000.0,2024-08-25,521501.0,2016-11-09,Townhouse,3,1,1.0,1.0,,86.0,1989.0,No,2,0.0,CALL IT YOUR FIRST HOME!!,Akshar Realty - BLACKTOWN,,,,2024,8,35.0,7.79192334017796,34.227930531293325,,5,25,0
BT043,Blacktown,"18 Flyer Glade, Blacktown, NSW 2148",2148,https://www.realestate.com.au/property/18-flyer-gld-blacktown-nsw-2148/,864000.0,2024-08-12,687000.0,2020-10-27,House,2,2,2.0,0.0,153.0,106.0,2020.0,No,2,0.0,The Perfect Retreat in Fairwater,Sweet Realty - WEST RYDE,,,,2024,8,4.0,3.79192334017796,25.76419213973799,5647.058823529412,5,32,0
BT044,Blacktown,"6 Shirley Street, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-145411240,995000.0,2024-07-22,,,House,3,2,2.0,0.0,556.0,160.0,,No,1,0.0,LOCATION LOCATION LOCATION,Raine & Horne Soultani Group - BLACKTOWN,,,,2024,7,21.0,,,1789.568345323741,3,26,0
BT045,Blacktown,"32A Newhaven Avenue, Blacktown, NSW 2148",2148,https://www.realestate.com.au/sold/property-house-nsw-blacktown-145340584,1430000.0,2024-07-16,,,House,5,3,2.0,0.0,389.0,276.0,2024.0,No,2,0.0,one of a kind,Starr Partners - Blacktown,,,,2024,7,0.0,,,3676.0925449871465,4,13,0
